bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side,bus_type,load_mw,load_mvar,p_gen_mw,q_gen_mvar,v_pu,region
192,171.6,168.151,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0,01
193,166.8,213.271,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0,01
194,175.44,205.351,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,01
195,196.86,180.991,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
196,178.96,191.511,3,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
197,164.58,198.571,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
198,146.64,205.711,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
199,175.44,181.351,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
200,172.68,143.431,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
201,249.0,98.311,1,junction,,,True,N,PQ,0.0,0.0,0.0,0.0,1.0,01
202,251.88,197.431,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
203,176.82,222.691,0,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
204,162.96,69.991,1,junction,,,True,W/N,PQ,0.0,0.0,0.0,0.0,1.0,01
205,723.36,576.211,0,substation_or_sw,開閉所,南津軽,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
206,680.4,250.231,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0,01
207,714.84,333.451,0,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,01
208,765.08,298.831,3,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
209,751.44,308.071,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
210,785.88,254.911,1,junction,,,True,E/N,PQ,0.0,0.0,0.0,0.0,1.0,01
211,424.68,632.071,0,substation_or_sw,開閉所,七戸,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
212,410.16,588.271,1,junction,,稲生,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
213,428.76,588.271,1,substation_or_sw,開閉所,稲生,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
214,312.84,859.231,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
215,340.8,860.311,1,junction,,(310401),False,,PQ,0.0,0.0,0.0,0.0,1.0,01
216,345.72,319.591,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
217,349.68,696.631,1,junction,,(310704),True,unknown,PQ,0.0,0.0,0.0,0.0,1.0,01
218,274.32,1031.192,0,junction,,(310605),False,,PQ,0.0,0.0,0.0,0.0,1.0,01
219,244.08,238.351,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
220,611.04,222.391,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
221,636.265,226.491,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
222,436.85,440.551,0,substation_or_sw,開閉所,(311003),False,,PQ,0.0,0.0,0.0,0.0,1.0,01
223,415.31,423.871,0,generator,発電所,三戸,False,,PQ,0.0,0.0,5.0,2.4216,1.0,01
224,546.11,649.051,0,substation_or_sw,開閉所,田代,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
225,560.33,638.491,0,substation_or_sw,開閉所,田代平(開),False,,PQ,0.0,0.0,0.0,0.0,1.0,01
226,721.85,1045.772,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
227,287.63,888.211,0,substation_or_sw,開閉所,※Ａ,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
228,238.31,747.751,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
229,245.404,810.203,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
230,672.48,213.871,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
231,509.99,918.571,0,substation_or_sw,開閉所,仲崎,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
232,508.97,906.331,0,substation_or_sw,開閉所,仲崎,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
233,770.15,454.951,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
234,227.45,1079.102,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0,01
235,227.39,1063.712,0,substation_or_sw,開閉所,(310102),False,,PQ,0.0,0.0,0.0,0.0,1.0,01
236,604.01,732.451,0,generator,発電所,泉野,False,,PQ,0.0,0.0,5.0,2.4216,1.0,01
237,210.47,1076.612,0,generator,発電所,岡町,False,,PQ,0.0,0.0,5.0,2.4216,1.0,01
238,521.64,472.531,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,01
239,529.98,478.411,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,01
10000,676.5,703.38,0,generator,発電所,(320807),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10001,302.58,1024.471,4,substation_or_sw,開閉所,一関,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10002,390.36,1018.831,4,substation_or_sw,1次変電所,東山,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10003,121.26,745.14,2,substation_or_sw,開閉所,西通,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10004,179.88,759.84,2,substation_or_sw,開閉所,盛岡中央,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10005,158.88,718.98,2,substation_or_sw,開閉所,長田町,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10006,208.92,751.68,3,substation_or_sw,開閉所,東盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10007,160.44,761.16,1,substation_or_sw,開閉所,盛岡中央,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10008,169.68,749.76,1,substation_or_sw,変電所,盛岡中央,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10009,666.68,630.24,3,substation_or_sw,開閉所,千徳,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10010,699.6,623.88,1,substation_or_sw,開閉所,東宮古,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10011,667.774,853.62,4,substation_or_sw,開閉所,釜石,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10012,666.84,666.48,1,junction,,津軽石,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10013,687.96,666.48,1,substation_or_sw,開閉所,津軽石,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10014,685.14,737.52,0,substation_or_sw,開閉所,山田,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10015,690.96,721.56,1,generator,発電所,(320806),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10016,680.16,721.56,1,junction,,山田,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
